Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"CC","Food Supply - Crops Primary Equivalent","221","Oman","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.02","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","226","Uganda","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","4.94","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","236","Venezuela (Bolivarian Republic of)","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.70","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","237","Viet Nam","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","14.88","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","237","Viet Nam","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","12.58","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","244","Samoa","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","249","Yemen","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","249","Yemen","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.00","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","351","China","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2000","0.10","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","351","China","645","Food supply quantity (kg/capita/yr)","2908","Sugar Crops","2012","0.02","Fc","Calculated data"

FAOSTAT Date: Sat Oct 29 20:43:53 CEST 2016
